FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2021-2022,2,E38000174,NHS Stockport CCG,Women known to be smokers at time of delivery,60
2021-2022,2,E38000174,NHS Stockport CCG,Women whose smoking status was not known at time of delivery,0
2021-2022,2,E38000182,NHS Tameside and Glossop CCG,Number of maternities,670
2021-2022,2,E38000182,NHS Tameside and Glossop CCG,Women known to be non-smokers at time of delivery,598
2021-2022,2,E38000182,NHS Tameside and Glossop CCG,Women known to be smokers at time of delivery,70
2021-2022,2,E38000182,NHS Tameside and Glossop CCG,Women whose smoking status was not known at time of delivery,2
2021-2022,2,E38000187,NHS Trafford CCG,Number of maternities,590
2021-2022,2,E38000187,NHS Trafford CCG,Women known to be non-smokers at time of delivery,567
2021-2022,2,E38000187,NHS Trafford CCG,Women known to be smokers at time of delivery,23
2021-2022,2,E38000187,NHS Trafford CCG,Women whose smoking status was not known at time of delivery,0
2021-2022,2,E38000205,NHS Wigan Borough CCG,Number of maternities,903
2021-2022,2,E38000205,NHS Wigan Borough CCG,Women known to be non-smokers at time of delivery,806
2021-2022,2,E38000205,NHS Wigan Borough CCG,Women known to be smokers at time of delivery,97
2021-2022,2,E38000205,NHS Wigan Borough CCG,Women whose smoking status was not known at time of delivery,0
2021-2022,2,E38000217,NHS Manchester CCG,Number of maternities,2306
2021-2022,2,E38000217,NHS Manchester CCG,Women known to be non-smokers at time of delivery,2106
2021-2022,2,E38000217,NHS Manchester CCG,Women known to be smokers at time of delivery,200
2021-2022,2,E38000217,NHS Manchester CCG,Women whose smoking status was not known at time of delivery,0
2021-2022,2,E38000068,NHS Halton CCG,Number of maternities,315
2021-2022,2,E38000068,NHS Halton CCG,Women known to be non-smokers at time of delivery,268
2021-2022,2,E38000068,NHS Halton CCG,Women known to be smokers at time of delivery,45
2021-2022,2,E38000068,NHS Halton CCG,Women whose smoking status was not known at time of delivery,2
2021-2022,2,E38000091,NHS Knowsley CCG,Number of maternities,550
2021-2022,2,E38000091,NHS Knowsley CCG,Women known to be non-smokers at time of delivery,478
2021-2022,2,E38000091,NHS Knowsley CCG,Women known to be smokers at time of delivery,61
2021-2022,2,E38000091,NHS Knowsley CCG,Women whose smoking status was not known at time of delivery,11
2021-2022,2,E38000101,NHS Liverpool CCG,Number of maternities,1431
2021-2022,2,E38000101,NHS Liverpool CCG,Women known to be non-smokers at time of delivery,1240
2021-2022,2,E38000101,NHS Liverpool CCG,Women known to be smokers at time of delivery,136
2021-2022,2,E38000101,NHS Liverpool CCG,Women whose smoking status was not known at time of delivery,55
2021-2022,2,E38000161,NHS South Sefton CCG,Number of maternities,420
2021-2022,2,E38000161,NHS South Sefton CCG,Women known to be non-smokers at time of delivery,365
2021-2022,2,E38000161,NHS South Sefton CCG,Women known to be smokers at time of delivery,42
2021-2022,2,E38000161,NHS South Sefton CCG,Women whose smoking status was not known at time of delivery,13
2021-2022,2,E38000170,NHS Southport and Formby CCG,Number of maternities,234
2021-2022,2,E38000170,NHS Southport and Formby CCG,Women known to be non-smokers at time of delivery,213
2021-2022,2,E38000170,NHS Southport and Formby CCG,Women known to be smokers at time of delivery,20
2021-2022,2,E38000170,NHS Southport and Formby CCG,Women whose smoking status was not known at time of delivery,1
2021-2022,2,E38000172,NHS St Helens CCG,Number of maternities,490
2021-2022,2,E38000172,NHS St Helens CCG,Women known to be non-smokers at time of delivery,414
2021-2022,2,E38000172,NHS St Helens CCG,Women known to be smokers at time of delivery,76
2021-2022,2,E38000172,NHS St Helens CCG,Women whose smoking status was not known at time of delivery,0
2021-2022,2,E38000194,NHS Warrington CCG,Number of maternities,477
2021-2022,2,E38000194,NHS Warrington CCG,Women known to be non-smokers at time of delivery,432
2021-2022,2,E38000194,NHS Warrington CCG,Women known to be smokers at time of delivery,43
2021-2022,2,E38000194,NHS Warrington CCG,Women whose smoking status was not known at time of delivery,2
2021-2022,2,E38000208,NHS Wirral CCG,Number of maternities,793
2021-2022,2,E38000208,NHS Wirral CCG,Women known to be non-smokers at time of delivery,692
2021-2022,2,E38000208,NHS Wirral CCG,Women known to be smokers at time of delivery,88
2021-2022,2,E38000208,NHS Wirral CCG,Women whose smoking status was not known at time of delivery,13
2021-2022,2,E38000233,NHS Cheshire CCG,Number of maternities,916
2021-2022,2,E38000233,NHS Cheshire CCG,Women known to be non-smokers at time of delivery,803
2021-2022,2,E38000233,NHS Cheshire CCG,Women known to be smokers at time of delivery,108
2021-2022,2,E38000233,NHS Cheshire CCG,Women whose smoking status was not known at time of delivery,5
2021-2022,2,E38000014,NHS Blackburn with Darwen CCG,Number of maternities,504
2021-2022,2,E38000014,NHS Blackburn with Darwen CCG,Women known to be non-smokers at time of delivery,442
2021-2022,2,E38000014,NHS Blackburn with Darwen CCG,Women known to be smokers at time of delivery,56
2021-2022,2,E38000014,NHS Blackburn with Darwen CCG,Women whose smoking status was not known at time of delivery,6
2021-2022,2,E38000015,NHS Blackpool CCG,Number of maternities,406
2021-2022,2,E38000015,NHS Blackpool CCG,Women known to be non-smokers at time of delivery,326
2021-2022,2,E38000015,NHS Blackpool CCG,Women known to be smokers at time of delivery,78
2021-2022,2,E38000015,NHS Blackpool CCG,Women whose smoking status was not known at time of delivery,2
2021-2022,2,E38000034,NHS Chorley and South Ribble CCG,Number of maternities,431
2021-2022,2,E38000034,NHS Chorley and South Ribble CCG,Women known to be non-smokers at time of delivery,229
2021-2022,2,E38000034,NHS Chorley and South Ribble CCG,Women known to be smokers at time of delivery,23
2021-2022,2,E38000034,NHS Chorley and South Ribble CCG,Women whose smoking status was not known at time of delivery,179
2021-2022,2,E38000050,NHS East Lancashire CCG,Number of maternities,1010
2021-2022,2,E38000050,NHS East Lancashire CCG,Women known to be non-smokers at time of delivery,847
2021-2022,2,E38000050,NHS East Lancashire CCG,Women known to be smokers at time of delivery,160
2021-2022,2,E38000050,NHS East Lancashire CCG,Women whose smoking status was not known at time of delivery,3
2021-2022,2,E38000200,NHS West Lancashire CCG,Number of maternities,247
2021-2022,2,E38000200,NHS West Lancashire CCG,Women known to be non-smokers at time of delivery,216
2021-2022,2,E38000200,NHS West Lancashire CCG,Women known to be smokers at time of delivery,28
2021-2022,2,E38000200,NHS West Lancashire CCG,Women whose smoking status was not known at time of delivery,3
2021-2022,2,E38000226,NHS Fylde and Wyre CCG,Number of maternities,362
2021-2022,2,E38000226,NHS Fylde and Wyre CCG,Women known to be non-smokers at time of delivery,287
2021-2022,2,E38000226,NHS Fylde and Wyre CCG,Women known to be smokers at time of delivery,36
2021-2022,2,E38000226,NHS Fylde and Wyre CCG,Women whose smoking status was not known at time of delivery,39
2021-2022,2,E38000227,NHS Greater Preston CCG,Number of maternities,596
2021-2022,2,E38000227,NHS Greater Preston CCG,Women known to be non-smokers at time of delivery,274
2021-2022,2,E38000227,NHS Greater Preston CCG,Women known to be smokers at time of delivery,56
2021-2022,2,E38000227,NHS Greater Preston CCG,Women whose smoking status was not known at time of delivery,266
2021-2022,2,E38000228,NHS Morecambe Bay CCG,Number of maternities,751
2021-2022,2,E38000228,NHS Morecambe Bay CCG,Women known to be non-smokers at time of delivery,681
2021-2022,2,E38000228,NHS Morecambe Bay CCG,Women known to be smokers at time of delivery,61
2021-2022,2,E38000228,NHS Morecambe Bay CCG,Women whose smoking status was not known at time of delivery,9
2021-2022,3,E92000001,England,Number of maternities,140733
2021-2022,3,E92000001,England,Women known to be non-smokers at time of delivery,125825
2021-2022,3,E92000001,England,Women known to be smokers at time of delivery,12143
2021-2022,3,E92000001,England,Women whose smoking status was not known at time of delivery,2765
2021-2022,3,E40000003,London,Number of maternities,23409
2021-2022,3,E40000003,London,Women known to be non-smokers at time of delivery,21926
2021-2022,3,E40000003,London,Women known to be smokers at time of delivery,1012
2021-2022,3,E40000003,London,Women whose smoking status was not known at time of delivery,471
2021-2022,3,E40000005,South East,Number of maternities,21500
2021-2022,3,E40000005,South East,Women known to be non-smokers at time of delivery,19379
2021-2022,3,E40000005,South East,Women known to be smokers at time of delivery,1596
2021-2022,3,E40000005,South East,Women whose smoking status was not known at time of delivery,525
2021-2022,3,E40000006,South West,Number of maternities,12468
2021-2022,3,E40000006,South West,Women known to be non-smokers at time of delivery,11002
2021-2022,3,E40000006,South West,Women known to be smokers at time of delivery,1151
2021-2022,3,E40000006,South West,Women whose smoking status was not known at time of delivery,315
2021-2022,3,E40000007,East of England,Number of maternities,16215
2021-2022,3,E40000007,East of England,Women known to be non-smokers at time of delivery,14303
2021-2022,3,E40000007,East of England,Women known to be smokers at time of delivery,1266
2021-2022,3,E40000007,East of England,Women whose smoking status was not known at time of delivery,646
2021-2022,3,E40000008,Midlands,Number of maternities,27335
2021-2022,3,E40000008,Midlands,Women known to be non-smokers at time of delivery,24062
2021-2022,3,E40000008,Midlands,Women known to be smokers at time of delivery,2829
2021-2022,3,E40000008,Midlands,Women whose smoking status was not known at time of delivery,444
2021-2022,3,E40000009,North East and Yorkshire,Number of maternities,21264
2021-2022,3,E40000009,North East and Yorkshire,Women known to be non-smokers at time of delivery,18683
2021-2022,3,E40000009,North East and Yorkshire,Women known to be smokers at time of delivery,2447
2021-2022,3,E40000009,North East and Yorkshire,Women whose smoking status was not known at time of delivery,134
2021-2022,3,E40000010,North West,Number of maternities,18542
2021-2022,3,E40000010,North West,Women known to be non-smokers at time of delivery,16470
2021-2022,3,E40000010,North West,Women known to be smokers at time of delivery,1842
2021-2022,3,E40000010,North West,Women whose smoking status was not known at time of delivery,230
2021-2022,3,E54000027,North West London Health and Care Partnership,Number of maternities,3580
2021-2022,3,E54000027,North West London Health and Care Partnership,Women known to be non-smokers at time of delivery,3466
2021-2022,3,E54000027,North West London Health and Care Partnership,Women known to be smokers at time of delivery,97
2021-2022,3,E54000027,North West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,17
2021-2022,3,E54000028,North London Partners in Health and Care,Number of maternities,4025
2021-2022,3,E54000028,North London Partners in Health and Care,Women known to be non-smokers at time of delivery,3743
2021-2022,3,E54000028,North London Partners in Health and Care,Women known to be smokers at time of delivery,188
2021-2022,3,E54000028,North London Partners in Health and Care,Women whose smoking status was not known at time of delivery,94
2021-2022,3,E54000029,East London Health and Care Partnership,Number of maternities,6869
2021-2022,3,E54000029,East London Health and Care Partnership,Women known to be non-smokers at time of delivery,6540
2021-2022,3,E54000029,East London Health and Care Partnership,Women known to be smokers at time of delivery,324
2021-2022,3,E54000029,East London Health and Care Partnership,Women whose smoking status was not known at time of delivery,5
2021-2022,3,E54000030,Our Healthier South East London,Number of maternities,5349
2021-2022,3,E54000030,Our Healthier South East London,Women known to be non-smokers at time of delivery,5080
2021-2022,3,E54000030,Our Healthier South East London,Women known to be smokers at time of delivery,214
2021-2022,3,E54000030,Our Healthier South East London,Women whose smoking status was not known at time of delivery,55
2021-2022,3,E54000031,South West London Health and Care Partnership,Number of maternities,3586
2021-2022,3,E54000031,South West London Health and Care Partnership,Women known to be non-smokers at time of delivery,3097
2021-2022,3,E54000031,South West London Health and Care Partnership,Women known to be smokers at time of delivery,189
2021-2022,3,E54000031,South West London Health and Care Partnership,Women whose smoking status was not known at time of delivery,300
2021-2022,3,E54000032,Kent and Medway,Number of maternities,4590
2021-2022,3,E54000032,Kent and Medway,Women known to be non-smokers at time of delivery,4145
2021-2022,3,E54000032,Kent and Medway,Women known to be smokers at time of delivery,442
2021-2022,3,E54000032,Kent and Medway,Women whose smoking status was not known at time of delivery,3
2021-2022,3,E54000034,Frimley Health and Care ICS,Number of maternities,1953
2021-2022,3,E54000034,Frimley Health and Care ICS,Women known to be non-smokers at time of delivery,1841
2021-2022,3,E54000034,Frimley Health and Care ICS,Women known to be smokers at time of delivery,109
2021-2022,3,E54000034,Frimley Health and Care ICS,Women whose smoking status was not known at time of delivery,3
2021-2022,3,E54000042,Hampshire and the Isle of Wight,Number of maternities,4314
2021-2022,3,E54000042,Hampshire and the Isle of Wight,Women known to be non-smokers at time of delivery,3745
2021-2022,3,E54000042,Hampshire and the Isle of Wight,Women known to be smokers at time of delivery,376
2021-2022,3,E54000042,Hampshire and the Isle of Wight,Women whose smoking status was not known at time of delivery,193
2021-2022,3,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Number of maternities,4299
2021-2022,3,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be non-smokers at time of delivery,3960
2021-2022,3,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women known to be smokers at time of delivery,256
2021-2022,3,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West",Women whose smoking status was not known at time of delivery,83
2021-2022,3,E54000052,Surrey Heartlands Health and Care Partnership,Number of maternities,2608
2021-2022,3,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be non-smokers at time of delivery,2391
2021-2022,3,E54000052,Surrey Heartlands Health and Care Partnership,Women known to be smokers at time of delivery,137
2021-2022,3,E54000052,Surrey Heartlands Health and Care Partnership,Women whose smoking status was not known at time of delivery,80
2021-2022,3,E54000053,Sussex Health and Care Partnership,Number of maternities,3736
2021-2022,3,E54000053,Sussex Health and Care Partnership,Women known to be non-smokers at time of delivery,3297
2021-2022,3,E54000053,Sussex Health and Care Partnership,Women known to be smokers at time of delivery,276
2021-2022,3,E54000053,Sussex Health and Care Partnership,Women whose smoking status was not known at time of delivery,163
2021-2022,3,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Number of maternities,1239
2021-2022,3,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be non-smokers at time of delivery,1085
2021-2022,3,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women known to be smokers at time of delivery,147
2021-2022,3,E54000036,Cornwall and the Isles of Scilly Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,7
2021-2022,3,E54000037,Devon,Number of maternities,2151
2021-2022,3,E54000037,Devon,Women known to be non-smokers at time of delivery,1768
2021-2022,3,E54000037,Devon,Women known to be smokers at time of delivery,208
2021-2022,3,E54000037,Devon,Women whose smoking status was not known at time of delivery,175
2021-2022,3,E54000038,Somerset,Number of maternities,1213
2021-2022,3,E54000038,Somerset,Women known to be non-smokers at time of delivery,1093
2021-2022,3,E54000038,Somerset,Women known to be smokers at time of delivery,114
2021-2022,3,E54000038,Somerset,Women whose smoking status was not known at time of delivery,6
2021-2022,3,E54000039,"Bristol, North Somerset and South Gloucestershire",Number of maternities,2601
2021-2022,3,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be non-smokers at time of delivery,2385
2021-2022,3,E54000039,"Bristol, North Somerset and South Gloucestershire",Women known to be smokers at time of delivery,215
2021-2022,3,E54000039,"Bristol, North Somerset and South Gloucestershire",Women whose smoking status was not known at time of delivery,1
2021-2022,3,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Number of maternities,2157
2021-2022,3,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be non-smokers at time of delivery,2001
2021-2022,3,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women known to be smokers at time of delivery,156
2021-2022,3,E54000040,"Bath and North East Somerset, Swindon and Wiltshire",Women whose smoking status was not known at time of delivery,0
2021-2022,3,E54000041,Dorset,Number of maternities,1545
2021-2022,3,E54000041,Dorset,Women known to be non-smokers at time of delivery,1287
2021-2022,3,E54000041,Dorset,Women known to be smokers at time of delivery,153
2021-2022,3,E54000041,Dorset,Women whose smoking status was not known at time of delivery,105
2021-2022,3,E54000043,Gloucestershire,Number of maternities,1562
2021-2022,3,E54000043,Gloucestershire,Women known to be non-smokers at time of delivery,1383
2021-2022,3,E54000043,Gloucestershire,Women known to be smokers at time of delivery,158
2021-2022,3,E54000043,Gloucestershire,Women whose smoking status was not known at time of delivery,21
2021-2022,3,E54000021,Cambridgeshire and Peterborough,Number of maternities,2365
2021-2022,3,E54000021,Cambridgeshire and Peterborough,Women known to be non-smokers at time of delivery,2039
2021-2022,3,E54000021,Cambridgeshire and Peterborough,Women known to be smokers at time of delivery,208
2021-2022,3,E54000021,Cambridgeshire and Peterborough,Women whose smoking status was not known at time of delivery,118
2021-2022,3,E54000022,Norfolk and Waveney Health and Care Partnership,Number of maternities,2079
2021-2022,3,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be non-smokers at time of delivery,1806
2021-2022,3,E54000022,Norfolk and Waveney Health and Care Partnership,Women known to be smokers at time of delivery,256
2021-2022,3,E54000022,Norfolk and Waveney Health and Care Partnership,Women whose smoking status was not known at time of delivery,17
2021-2022,3,E54000023,Suffolk and North East Essex,Number of maternities,2239
2021-2022,3,E54000023,Suffolk and North East Essex,Women known to be non-smokers at time of delivery,1978
2021-2022,3,E54000023,Suffolk and North East Essex,Women known to be smokers at time of delivery,204
2021-2022,3,E54000023,Suffolk and North East Essex,Women whose smoking status was not known at time of delivery,57
2021-2022,3,E54000024,"Bedfordshire, Luton and Milton Keynes",Number of maternities,3037
2021-2022,3,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be non-smokers at time of delivery,2561
2021-2022,3,E54000024,"Bedfordshire, Luton and Milton Keynes",Women known to be smokers at time of delivery,132
2021-2022,3,E54000024,"Bedfordshire, Luton and Milton Keynes",Women whose smoking status was not known at time of delivery,344
2021-2022,3,E54000025,Hertfordshire and West Essex,Number of maternities,3616
2021-2022,3,E54000025,Hertfordshire and West Essex,Women known to be non-smokers at time of delivery,3313
2021-2022,3,E54000025,Hertfordshire and West Essex,Women known to be smokers at time of delivery,232
2021-2022,3,E54000025,Hertfordshire and West Essex,Women whose smoking status was not known at time of delivery,71
2021-2022,3,E54000026,Mid and South Essex,Number of maternities,2879
2021-2022,3,E54000026,Mid and South Essex,Women known to be non-smokers at time of delivery,2606
2021-2022,3,E54000026,Mid and South Essex,Women known to be smokers at time of delivery,234
2021-2022,3,E54000026,Mid and South Essex,Women whose smoking status was not known at time of delivery,39
2021-2022,3,E54000010,Staffordshire and Stoke on Trent,Number of maternities,2797
2021-2022,3,E54000010,Staffordshire and Stoke on Trent,Women known to be non-smokers at time of delivery,2449
2021-2022,3,E54000010,Staffordshire and Stoke on Trent,Women known to be smokers at time of delivery,322
2021-2022,3,E54000010,Staffordshire and Stoke on Trent,Women whose smoking status was not known at time of delivery,26
2021-2022,3,E54000011,Shropshire and Telford and Wrekin,Number of maternities,1136
2021-2022,3,E54000011,Shropshire and Telford and Wrekin,Women known to be non-smokers at time of delivery,997
2021-2022,3,E54000011,Shropshire and Telford and Wrekin,Women known to be smokers at time of delivery,131
2021-2022,3,E54000011,Shropshire and Telford and Wrekin,Women whose smoking status was not known at time of delivery,8
2021-2022,3,E54000012,Joined Up Care Derbyshire,Number of maternities,2470
2021-2022,3,E54000012,Joined Up Care Derbyshire,Women known to be non-smokers at time of delivery,2162
2021-2022,3,E54000012,Joined Up Care Derbyshire,Women known to be smokers at time of delivery,301
2021-2022,3,E54000012,Joined Up Care Derbyshire,Women whose smoking status was not known at time of delivery,7
2021-2022,3,E54000013,Lincolnshire,Number of maternities,1585
2021-2022,3,E54000013,Lincolnshire,Women known to be non-smokers at time of delivery,1318
2021-2022,3,E54000013,Lincolnshire,Women known to be smokers at time of delivery,242
2021-2022,3,E54000013,Lincolnshire,Women whose smoking status was not known at time of delivery,25
2021-2022,3,E54000014,Nottingham and Nottinghamshire Health and Care,Number of maternities,2467
2021-2022,3,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be non-smokers at time of delivery,2127
2021-2022,3,E54000014,Nottingham and Nottinghamshire Health and Care,Women known to be smokers at time of delivery,310
2021-2022,3,E54000014,Nottingham and Nottinghamshire Health and Care,Women whose smoking status was not known at time of delivery,30
2021-2022,3,E54000015,"Leicester, Leicestershire and Rutland",Number of maternities,2508
2021-2022,3,E54000015,"Leicester, Leicestershire and Rutland",Women known to be non-smokers at time of delivery,2276
2021-2022,3,E54000015,"Leicester, Leicestershire and Rutland",Women known to be smokers at time of delivery,232
2021-2022,3,E54000015,"Leicester, Leicestershire and Rutland",Women whose smoking status was not known at time of delivery,0
2021-2022,3,E54000016,The Black Country and West Birmingham,Number of maternities,4366
2021-2022,3,E54000016,The Black Country and West Birmingham,Women known to be non-smokers at time of delivery,3794
2021-2022,3,E54000016,The Black Country and West Birmingham,Women known to be smokers at time of delivery,347
2021-2022,3,E54000016,The Black Country and West Birmingham,Women whose smoking status was not known at time of delivery,225
2021-2022,3,E54000017,Birmingham and Solihull,Number of maternities,3711
2021-2022,3,E54000017,Birmingham and Solihull,Women known to be non-smokers at time of delivery,3376
2021-2022,3,E54000017,Birmingham and Solihull,Women known to be smokers at time of delivery,312
2021-2022,3,E54000017,Birmingham and Solihull,Women whose smoking status was not known at time of delivery,23
2021-2022,3,E54000018,Coventry and Warwickshire,Number of maternities,2586
2021-2022,3,E54000018,Coventry and Warwickshire,Women known to be non-smokers at time of delivery,2265
2021-2022,3,E54000018,Coventry and Warwickshire,Women known to be smokers at time of delivery,232
2021-2022,3,E54000018,Coventry and Warwickshire,Women whose smoking status was not known at time of delivery,89
2021-2022,3,E54000019,Herefordshire and Worcestershire,Number of maternities,1733
2021-2022,3,E54000019,Herefordshire and Worcestershire,Women known to be non-smokers at time of delivery,1550
2021-2022,3,E54000019,Herefordshire and Worcestershire,Women known to be smokers at time of delivery,178
2021-2022,3,E54000019,Herefordshire and Worcestershire,Women whose smoking status was not known at time of delivery,5
2021-2022,3,E54000020,Northamptonshire,Number of maternities,1976
2021-2022,3,E54000020,Northamptonshire,Women known to be non-smokers at time of delivery,1748
2021-2022,3,E54000020,Northamptonshire,Women known to be smokers at time of delivery,222
2021-2022,3,E54000020,Northamptonshire,Women whose smoking status was not known at time of delivery,6
2021-2022,3,E54000009,South Yorkshire and Bassetlaw,Number of maternities,3716
2021-2022,3,E54000009,South Yorkshire and Bassetlaw,Women known to be non-smokers at time of delivery,3244
2021-2022,3,E54000009,South Yorkshire and Bassetlaw,Women known to be smokers at time of delivery,444
2021-2022,3,E54000009,South Yorkshire and Bassetlaw,Women whose smoking status was not known at time of delivery,28
2021-2022,3,E54000050,Cumbria and North East,Number of maternities,7078
2021-2022,3,E54000050,Cumbria and North East,Women known to be non-smokers at time of delivery,6218
2021-2022,3,E54000050,Cumbria and North East,Women known to be smokers at time of delivery,832
2021-2022,3,E54000050,Cumbria and North East,Women whose smoking status was not known at time of delivery,28
2021-2022,3,E54000051,"Humber, Coast and Vale",Number of maternities,3846
2021-2022,3,E54000051,"Humber, Coast and Vale",Women known to be non-smokers at time of delivery,3367
2021-2022,3,E54000051,"Humber, Coast and Vale",Women known to be smokers at time of delivery,465
2021-2022,3,E54000051,"Humber, Coast and Vale",Women whose smoking status was not known at time of delivery,14
2021-2022,3,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Number of maternities,6624
2021-2022,3,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be non-smokers at time of delivery,5854
2021-2022,3,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women known to be smokers at time of delivery,706
2021-2022,3,E54000054,West Yorkshire and Harrogate (Health and Care Partnership),Women whose smoking status was not known at time of delivery,64
2021-2022,3,E54000007,Greater Manchester Health and Social Care Partnership,Number of maternities,8986
2021-2022,3,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be non-smokers at time of delivery,8174
2021-2022,3,E54000007,Greater Manchester Health and Social Care Partnership,Women known to be smokers at time of delivery,809
2021-2022,3,E54000007,Greater Manchester Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,3
2021-2022,3,E54000008,Cheshire and Merseyside,Number of maternities,5420
2021-2022,3,E54000008,Cheshire and Merseyside,Women known to be non-smokers at time of delivery,4807
2021-2022,3,E54000008,Cheshire and Merseyside,Women known to be smokers at time of delivery,569
2021-2022,3,E54000008,Cheshire and Merseyside,Women whose smoking status was not known at time of delivery,44
2021-2022,3,E54000048,Healthier Lancashire and South Cumbria,Number of maternities,4136
2021-2022,3,E54000048,Healthier Lancashire and South Cumbria,Women known to be non-smokers at time of delivery,3489
2021-2022,3,E54000048,Healthier Lancashire and South Cumbria,Women known to be smokers at time of delivery,464
2021-2022,3,E54000048,Healthier Lancashire and South Cumbria,Women whose smoking status was not known at time of delivery,183
2021-2022,3,E38000256,NHS North West London CCG,Number of maternities,3580
2021-2022,3,E38000256,NHS North West London CCG,Women known to be non-smokers at time of delivery,3466
2021-2022,3,E38000256,NHS North West London CCG,Women known to be smokers at time of delivery,97
2021-2022,3,E38000256,NHS North West London CCG,Women whose smoking status was not known at time of delivery,17
2021-2022,3,E38000240,NHS North Central London CCG,Number of maternities,4025
2021-2022,3,E38000240,NHS North Central London CCG,Women known to be non-smokers at time of delivery,3743
2021-2022,3,E38000240,NHS North Central London CCG,Women known to be smokers at time of delivery,188
2021-2022,3,E38000240,NHS North Central London CCG,Women whose smoking status was not known at time of delivery,94
2021-2022,3,E38000255,NHS North East London CCG,Number of maternities,6869
2021-2022,3,E38000255,NHS North East London CCG,Women known to be non-smokers at time of delivery,6540
2021-2022,3,E38000255,NHS North East London CCG,Women known to be smokers at time of delivery,324
2021-2022,3,E38000255,NHS North East London CCG,Women whose smoking status was not known at time of delivery,5
2021-2022,3,E38000244,NHS South East London CCG,Number of maternities,5349
2021-2022,3,E38000244,NHS South East London CCG,Women known to be non-smokers at time of delivery,5080
2021-2022,3,E38000244,NHS South East London CCG,Women known to be smokers at time of delivery,214
2021-2022,3,E38000244,NHS South East London CCG,Women whose smoking status was not known at time of delivery,55
2021-2022,3,E38000245,NHS South West London CCG,Number of maternities,3586
2021-2022,3,E38000245,NHS South West London CCG,Women known to be non-smokers at time of delivery,3097
2021-2022,3,E38000245,NHS South West London CCG,Women known to be smokers at time of delivery,189
2021-2022,3,E38000245,NHS South West London CCG,Women whose smoking status was not known at time of delivery,300
2021-2022,3,E38000237,NHS Kent and Medway CCG,Number of maternities,4590
2021-2022,3,E38000237,NHS Kent and Medway CCG,Women known to be non-smokers at time of delivery,4145
2021-2022,3,E38000237,NHS Kent and Medway CCG,Women known to be smokers at time of delivery,442
2021-2022,3,E38000237,NHS Kent and Medway CCG,Women whose smoking status was not known at time of delivery,3
2021-2022,3,E38000252,NHS Frimley CCG,Number of maternities,1953
2021-2022,3,E38000252,NHS Frimley CCG,Women known to be non-smokers at time of delivery,1841
2021-2022,3,E38000252,NHS Frimley CCG,Women known to be smokers at time of delivery,109
2021-2022,3,E38000252,NHS Frimley CCG,Women whose smoking status was not known at time of delivery,3
2021-2022,3,E38000137,NHS Portsmouth CCG,Number of maternities,545
2021-2022,3,E38000137,NHS Portsmouth CCG,Women known to be non-smokers at time of delivery,402
2021-2022,3,E38000137,NHS Portsmouth CCG,Women known to be smokers at time of delivery,61
2021-2022,3,E38000137,NHS Portsmouth CCG,Women whose smoking status was not known at time of delivery,82
2021-2022,3,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",Number of maternities,3769
2021-2022,3,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",Women known to be non-smokers at time of delivery,3343
2021-2022,3,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",Women known to be smokers at time of delivery,315
2021-2022,3,E38000253,"NHS Hampshire, Southampton and Isle of Wight CCG",Women whose smoking status was not known at time of delivery,111
2021-2022,3,E38000136,NHS Oxfordshire CCG,Number of maternities,1642
2021-2022,3,E38000136,NHS Oxfordshire CCG,Women known to be non-smokers at time of delivery,1518
2021-2022,3,E38000136,NHS Oxfordshire CCG,Women known to be smokers at time of delivery,95
2021-2022,3,E38000136,NHS Oxfordshire CCG,Women whose smoking status was not known at time of delivery,29
2021-2022,3,E38000221,NHS Berkshire West CCG,Number of maternities,1357
2021-2022,3,E38000221,NHS Berkshire West CCG,Women known to be non-smokers at time of delivery,1241
2021-2022,3,E38000221,NHS Berkshire West CCG,Women known to be smokers at time of delivery,72
