QS_id,QS_statement_id,measure_text,measure_type,measure_number,QS_measure_id,measure_number,Numerator,Denominator
124,Testing for blood in faeces,"Proportion of presentations of adults with symptoms that suggest colorectal cancer, without visible rectal bleeding, in which the person has a test for blood in faeces.",Process,9,Testing for blood in faeces.P1,1,the number in the denominator resulting in a test for blood in faeces,the number of presentations of adults with symptoms that suggest colorectal cancer who do not meet the referral pathway criteria
124,Testing for blood in faeces,Stage of colorectal cancer at diagnosis.,Outcome,10,Testing for blood in faeces.O1,1,,
124,Testing for blood in faeces,Colorectal cancer-related mortality.,Outcome,11,Testing for blood in faeces.O2,2,,
124,Encouraging attendance at cancer services,Evidence of local arrangements to ensure that people with suspected cancer who are referred to a cancer service are given written information to encourage them to attend.,Structure,12,Encouraging attendance at cancer services.S1,1,,
124,Encouraging attendance at cancer services,"Proportion of referrals of people with suspected cancer to a cancer service for which there is a recorded discussion when they are offered the referral about information to encourage attendance.

",Process,13,Encouraging attendance at cancer services.P1,1,the number in the denominator for which there is a record of a discussion when the referral was offered about information to encourage attendance,the number of referrals of people with suspected cancer to a cancer service
124,Encouraging attendance at cancer services,Number of missed appointments.,Outcome,14,Encouraging attendance at cancer services.O1,1,,
124,Encouraging attendance at cancer services,Patient satisfaction with information provided.,Outcome,15,Encouraging attendance at cancer services.O2,2,,
124,Encouraging attendance at cancer services,Time to cancer diagnosis.,Outcome,16,Encouraging attendance at cancer services.O3,3,,
125,Same-day referral and appointments,Evidence of local arrangements and written clinical protocols to ensure that children and young people presenting in primary care with suspected diabetes are referred to and seen by a multidisciplinary paediatric diabetes team on the same day. ,Structure,1,Same-day referral and appointments.S1,1,,
125,Same-day referral and appointments,Proportion of children and young people presenting in primary care with suspected diabetes who are referred to and seen by a multidisciplinary paediatric diabetes team on the same day. ,Process,2,Same-day referral and appointments.P1,1,The number in the denominator who are referred to and seen by a multidisciplinary paediatric diabetes team on the same day.,The number of children and young people presenting in primary care with suspected diabetes.
125,Same-day referral and appointments,Presentations of diabetic ketoacidosis.,Outcome,3,Same-day referral and appointments.O1,1,,
125,Education and information,Evidence of local arrangements and written protocols to ensure that children and young people with type 1 diabetes are offered a programme of diabetes education from diagnosis that is updated at least annually. ,Structure,4,Education and information.S1,1,,
125,Education and information,Evidence of local arrangements and written protocols to ensure that children and young people with type 2 diabetes are offered a programme of diabetes education from diagnosis that is updated at least annually. ,Structure,5,Education and information.S2,2,,
125,Education and information,Proportion of children and young people with type 1 diabetes who are offered a programme of diabetes education from diagnosis that is updated at least annually.,Process,6,Education and information.P1,1,The number in the denominator who receive a programme of diabetes education from diagnosis that is updated at least annually. ,The number of children and young people with type 1 diabetes. 
125,Education and information,Proportion of children and young people with type 2 diabetes who are offered a programme of diabetes education from diagnosis that is updated at least annually. ,Process,7,Education and information.P2,2,The number in the denominator who receive a programme of diabetes education from diagnosis that is updated at least annually.,The number of children and young people with type 2 diabetes. 
125,Education and information,Quality of life of children and young people with type 1 or type 2 diabetes.,Outcome,8,Education and information.O1,1,,
125,Education and information,HbA1c level of 48 mmol/mol or lower.,Outcome,9,Education and information.O2,2,,
125,Education and information,"Satisfaction of children, young people and their family members or carers (as appropriate) with the education intervention. ",Outcome,10,Education and information.O3,3,,
125,Intensive insulin therapy and level 3 carbohydrate counting education for type 1 diabetes,Evidence of local arrangements and written clinical protocols to ensure that children and young people with type 1 diabetes are offered intensive insulin therapy and level 3 carbohydrate?counting education at diagnosis.,Structure,11,Intensive insulin therapy and level 3 carbohydrate counting education for type 1 diabetes.S1,1,,
125,Intensive insulin therapy and level 3 carbohydrate counting education for type 1 diabetes,Proportion of children and young people with type 1 diabetes who are offered intensive insulin therapy and level 3 carbohydrate counting education at diagnosis.,Process,12,Intensive insulin therapy and level 3 carbohydrate counting education for type 1 diabetes.P1,1,The number in the denominator who receive intensive insulin therapy and level 3 carbohydrate?counting education at diagnosis.,The number of children and young people with type 1 diabetes. 
125,Intensive insulin therapy and level 3 carbohydrate counting education for type 1 diabetes,HbA1c level of 48 mmol/mol or lower.,Outcome,13,Intensive insulin therapy and level 3 carbohydrate counting education for type 1 diabetes.O1,1,,
125,Intensive insulin therapy and level 3 carbohydrate counting education for type 1 diabetes,Quality of life of children and young people with type 1 diabetes.,Outcome,14,Intensive insulin therapy and level 3 carbohydrate counting education for type 1 diabetes.O2,2,,
125,Continuous glucose monitoring in type 1 diabetes,Evidence of local arrangements to ensure that rtCGM is available to all children and young people with type 1 diabetes.,Structure,15,Continuous glucose monitoring in type 1 diabetes.S1,1,,
125,Continuous glucose monitoring in type 1 diabetes,Proportion of children and young people with type 1 diabetes who receive rtCGM.,Process,16,Continuous glucose monitoring in type 1 diabetes.P1,1,The number in the denominator who receive rtCGM.,The number of children and young people with type 1 diabetes.
125,Continuous glucose monitoring in type 1 diabetes,HbA1c level of 48 mmol/mol or lower.,Outcome,17,Continuous glucose monitoring in type 1 diabetes.O1,1,,
125,Continuous glucose monitoring in type 1 diabetes,Time in range.,Outcome,18,Continuous glucose monitoring in type 1 diabetes.O2,2,,
125,Continuous glucose monitoring in type 1 diabetes,Quality of life of children and young people with type 1 diabetes.,Outcome,19,Continuous glucose monitoring in type 1 diabetes.O3,3,,
125,Blood ketone monitoring in type 1 diabetes,Evidence of local arrangements to ensure that children and young people with type 1 diabetes are offered blood ketone testing strips and a blood ketone meter.,Structure,20,Blood ketone monitoring in type 1 diabetes.S1,1,,
125,Blood ketone monitoring in type 1 diabetes,Proportion of children and young people with type 1 diabetes who receive blood ketone testing strips and a blood ketone meter.,Process,21,Blood ketone monitoring in type 1 diabetes.P1,1,The number in the denominator who receive blood ketone testing strips and a blood ketone meter.,The number of children and young people with type 1 diabetes. 
125,Blood ketone monitoring in type 1 diabetes,Diabetic ketoacidosis.,Outcome,22,Blood ketone monitoring in type 1 diabetes.O1,1,,
125,Blood ketone monitoring in type 1 diabetes,Hospital admission rates of children and young people with type 1 diabetes.,Outcome,23,Blood ketone monitoring in type 1 diabetes.O2,2,,
125,Blood ketone monitoring in type 1 diabetes,Satisfaction of children and young people with type 1 diabetes and their family members or carers (as appropriate) with blood ketone testing strips and blood ketone meters. ,Outcome,24,Blood ketone monitoring in type 1 diabetes.O3,3,,
125,Access to mental health professionals with an understanding of type 1 or type 2 diabetes,Evidence of local arrangements to ensure that children and young people with type 1 or type 2 diabetes are offered access to mental health professionals with an understanding of diabetes.,Structure,25,Access to mental health professionals with an understanding of type 1 or type 2 diabetes.S1,1,,
125,Access to mental health professionals with an understanding of type 1 or type 2 diabetes,Proportion of children and young people with type 1 diabetes who are offered access to mental health professionals with an understanding of diabetes. ,Process,26,Access to mental health professionals with an understanding of type 1 or type 2 diabetes.P1,1,The number in the denominator who have access to mental health professionals with an understanding of diabetes.,The number of children and young people with type 1 diabetes.
125,Access to mental health professionals with an understanding of type 1 or type 2 diabetes,Proportion of children and young people with type 2 diabetes who are offered access to mental health professionals with an understanding of diabetes.,Process,27,Access to mental health professionals with an understanding of type 1 or type 2 diabetes.P2,2,The number in the denominator who have access to mental health professionals with an understanding of diabetes.,The number of children and young people with type 2 diabetes.
125,Access to mental health professionals with an understanding of type 1 or type 2 diabetes,Self-management of type 1 and type 2 diabetes.,Outcome,28,Access to mental health professionals with an understanding of type 1 or type 2 diabetes.O1,1,,
125,Access to mental health professionals with an understanding of type 1 or type 2 diabetes,"Adverse events (for example, severe hypoglycaemic episodes, diabetic ketoacidosis [DKA] or self harm). ",Outcome,29,Access to mental health professionals with an understanding of type 1 or type 2 diabetes.O2,2,,
125,Access to mental health professionals with an understanding of type 1 or type 2 diabetes,Quality of life of children and young people with type 1 or type 2 diabetes.,Outcome,30,Access to mental health professionals with an understanding of type 1 or type 2 diabetes.O3,3,,
125,Access to mental health professionals with an understanding of type 1 or type 2 diabetes,"Satisfaction of children, young people and their family members or carers (as appropriate) with the intervention. ",Outcome,31,Access to mental health professionals with an understanding of type 1 or type 2 diabetes.O4,4,,
125,Access to mental health professionals with an understanding of type 1 or type 2 diabetes,Anxiety or depression in children and young people with type 1 or type 2 diabetes.,Outcome,32,Access to mental health professionals with an understanding of type 1 or type 2 diabetes.O5,5,,
125,Access to mental health professionals with an understanding of type 1 or type 2 diabetes,School performance or attendance of children and young people with type 1 or type 2 diabetes.,Outcome,33,Access to mental health professionals with an understanding of type 1 or type 2 diabetes.O6,6,,
126,Information and support at diagnosis,"Evidence of local arrangements to ensure that people diagnosed with MND are given information about the diagnosis, prognosis and management of MND by a consultant neurologist with expertise in MND",Structure,1,Information and support at diagnosis.S1,1,,
126,Information and support at diagnosis,"Of adults with MND, the number who are given information at diagnosis about the diagnosis, prognosis and management of MND by a consultant neurologist with expertise in treating people with MND",Process,2,Information and support at diagnosis.P1,1,"The number in the denominator who are given information at diagnosis about the diagnosis, prognosis and management of MND by a consultant neurologist with expertise in treating people with MND.",The number of adults with MND
126,Information and support at diagnosis,Adults diagnosed with MND understand how the condition is likely to affect them,Outcome,3,Information and support at diagnosis.O1,1,,
126,Information and support at diagnosis,Adults diagnosed with MND understand the type of care and support they can receive,Outcome,4,Information and support at diagnosis.O2,2,,
126,Information and support at diagnosis,"Adults diagnosed with MND, and their families or carers, feel able to cope",Outcome,5,Information and support at diagnosis.O3,3,,
126,Respiratory assessment and non?invasive ventilation,Evidence that MND multidisciplinary teams include respiratory physiologists or healthcare professionals who can assess respiratory function,Structure,6,Respiratory assessment and non?invasive ventilation.S1,1,,
126,Respiratory assessment and non?invasive ventilation,Evidence of local arrangements and written protocols to ensure that adults with MND have their respiratory function and symptoms assessed at diagnosis and then every 2–3 months,Structure,7,Respiratory assessment and non?invasive ventilation.S2,2,,
126,Respiratory assessment and non?invasive ventilation,Evidence of established relationships and decision making arrangements between MND multidisciplinary teams and respiratory ventilation services,Structure,8,Respiratory assessment and non?invasive ventilation.S3,3,,
126,Respiratory assessment and non?invasive ventilation,Evidence of local arrangements to provide NIV for adults with MND who have respiratory impairment,Structure,9,Respiratory assessment and non?invasive ventilation.S4,4,,
126,Respiratory assessment and non?invasive ventilation,"Of adults diagnosed with MND, the number of adults who had their respiratory function and symptoms assessed as part of the initial assessment to diagnose MND",Process,10,Respiratory assessment and non?invasive ventilation.P1,1,The number in the denominator who had their respiratory function and symptoms assessed as part of the initial assessment to diagnose MND.,The number of adults diagnosed with MND
126,Respiratory assessment and non?invasive ventilation,"Of adults with MND, the number who have had their respiratory function and symptoms assessed within the past 3 months",Process,11,Respiratory assessment and non?invasive ventilation.P2,2,The number in the denominator who have had their respiratory function and symptoms assessed within the past 3 months.,The number of adults with MND
126,Respiratory assessment and non?invasive ventilation,"Of adults with MND who have respiratory impairment, the number who are established on NIV",Process,12,Respiratory assessment and non?invasive ventilation.P3,3,"The number in the denominator who have respiratory impairment, the number who are established on NIV.",The number of adults with MND who have a respiratory impairment
126,Respiratory assessment and non?invasive ventilation,Survival of adults with MND from diagnosis,Outcome,13,Respiratory assessment and non?invasive ventilation.O1,1,,
126,Respiratory assessment and non?invasive ventilation,Adults with MND able to maintain activities of daily living,Outcome,14,Respiratory assessment and non?invasive ventilation.O2,2,,
126,Provision of equipment and adaptions based on multidisciplinary team assessment,Evidence of local arrangements to ensure that adults with MND have regular assessments from MND multidisciplinary teams,Structure,15,Provision of equipment and adaptions based on multidisciplinary team assessment.S1,1,,
126,Provision of equipment and adaptions based on multidisciplinary team assessment,"Evidence of local arrangements to ensure that equipment is provided, or adapted, in a timely way to meet the individual needs identified for adults with MND",Structure,16,Provision of equipment and adaptions based on multidisciplinary team assessment.S2,2,,
126,Provision of equipment and adaptions based on multidisciplinary team assessment,"Of adults with MND, the number who have had a comprehensive assessment by the MND multidisciplinary team in the past 3 months",Process,17,Provision of equipment and adaptions based on multidisciplinary team assessment.P1,1,,
126,Provision of equipment and adaptions based on multidisciplinary team assessment,"The length of time in days between an equipment need or an adaption need being identified in a comprehensive multidisciplinary team assessment, and the equipment being provided or adaption made",Process,18,Provision of equipment and adaptions based on multidisciplinary team assessment.P2,2,,
126,Provision of equipment and adaptions based on multidisciplinary team assessment,Adults with MND able to maintain activities of daily living,Outcome,19,Provision of equipment and adaptions based on multidisciplinary team assessment.O1,1,,
126,Provision of equipment and adaptions based on multidisciplinary team assessment,Adults with MND feel they are able to maintain their quality of life,Outcome,20,Provision of equipment and adaptions based on multidisciplinary team assessment.O2,2,,
126,Provision of equipment and adaptions based on multidisciplinary team assessment,Number of injuries to adults in the home associated with functions impaired by MND,Outcome,21,Provision of equipment and adaptions based on multidisciplinary team assessment.O3,3,,
126,Continuity of care,Evidence of local arrangements to ensure that adults with MND receive personal care and support from a consistent team of care workers who are familiar with their needs,Structure,22,Continuity of care.S1,1,,
126,Continuity of care,Number of workers providing personal care and support for an adult with MND,Process,23,Continuity of care.P1,1,,
126,Continuity of care,Number of first visits of workers providing personal care and support for an adult with MND,Process,24,Continuity of care.P2,2,,
126,Continuity of care,Adults with MND feel they receive the personal care and support they need,Outcome,25,Continuity of care.O1,1,,
126,Continuity of care,Adults with MND feel they are treated with dignity and respect,Outcome,26,Continuity of care.O2,2,,
126,Planning for end of life care,Evidence of local arrangements to ensure that adults with MND are given opportunities to discuss their preferences and concerns about end of life care at diagnosis and key stages of disease progression,Structure,27,Planning for end of life care.S1,1,,
126,Planning for end of life care,"Of adults with MND, the number given opportunities to discuss their preferences and concerns about end of life care at diagnosis",Process,28,Planning for end of life care.P1,1,The number in the denominator who were given opportunities to discuss their preferences and concerns about end of life care at diagnosis.,The number of adults with MND
126,Planning for end of life care,"Of adults with MND, the number given opportunities to discuss their preferences and concerns about end of life care at key stages of disease progression",Process,29,Planning for end of life care.P2,2,The number in the denominator who were given opportunities to discuss their preferences and concerns about end of life care ,The number of adults with MND at key stages of disease progression
126,Planning for end of life care,Adults with MND feel they have choice and control over their end of life care,Outcome,30,Planning for end of life care.O1,1,,
126,Planning for end of life care,Adults with MND receive end of life care informed by their wishes and preferences if they lose the ability to communicate,Outcome,31,Planning for end of life care.O2,2,,
127,Informing people of their BMI,Evidence of local arrangements to ensure that people are informed of their BMI when it is calculated.,Structure,1,Informing people of their BMI.S1,1,,
127,Informing people of their BMI,Evidence of local arrangements to ensure that people have a discussion with the healthcare professional about the associated health risks related to their BMI measurement.,Structure,2,Informing people of their BMI.S2,2,,
127,Informing people of their BMI,Proportion of people who are informed of their BMI when it is calculated.,Process,3,Informing people of their BMI.P1,1,The number in the denominator who are informed of their BMI.,The number of people who have had their BMI calculated.
127,Informing people of their BMI,Proportion of people who have a discussion with their healthcare professional about their associated health risks in relation to their BMI.,Process,4,Informing people of their BMI.P2,2,The number in the denominator who had a discussion with their healthcare professional about their associated health risks in relation to their BMI.,The number of people informed of their BMI.
127,Informing people of their BMI,Patient awareness of their BMI measurement,Outcome,5,Informing people of their BMI.O1,1,,
127,Informing people of their BMI,Patient understanding of the health risks associated with their weight,Outcome,6,Informing people of their BMI.O2,2,,
127,Discussion on the choice of interventions,"Evidence of local arrangements and written protocols to ensure that adults with obesity for whom tier 2 interventions have been unsuccessful have a discussion about the choice of alternative interventions for weight management, including tier 3 services.",Structure,7,Discussion on the choice of interventions.S1,1,,
127,Discussion on the choice of interventions,"Proportion of adults with obesity for whom tier 2 interventions have been unsuccessful who have a discussion about the choice of alternative interventions for weight management, including tier 3 services.",Process,8,Discussion on the choice of interventions.P1,1,"The number in the denominator who have a discussion about the choice of alternative interventions for weight management, including tier 3 services.",The number of adults with obesity for whom tier 2 interventions have been unsuccessful.
127,Discussion on the choice of interventions,Patient satisfaction with knowing the full range of choices on offer.,Outcome,9,Discussion on the choice of interventions.O1,1,,
127,Referring children and young people for specialist care,Evidence of local arrangements and written protocols to ensure that children and young people who are overweight or obese and have significant comorbidities or complex needs are referred to a paediatrician with a special interest in obesity.,Structure,10,Referring children and young people for specialist care.S1,1,,
127,Referring children and young people for specialist care,Proportion of children and young people who are overweight or obese and have significant comorbidities who are referred to a paediatrician with a special interest in obesity.,Process,11,Referring children and young people for specialist care.P1,1,The number in the denominator who are referred to a paediatrician with a special interest in obesity.,The number of children and young people who are overweight or obese and have significant comorbidities.
127,Referring children and young people for specialist care,Proportion of children and young people who are overweight or obese and have complex needs who are referred to a paediatrician with a special interest in obesity.,Process,12,Referring children and young people for specialist care.P2,2,The number in the denominator who are referred to a paediatrician with a special interest in obesity.,"The number of children and young people who are overweight or obese and have complex needs.

Data source: Local data collection."
127,Referring children and young people for specialist care,Access to tier 3 services for children and young people who are overweight or obese and have significant comorbidities or complex needs.,Outcome,13,Referring children and young people for specialist care.O1,1,,
127,Referring children and young people for specialist care,Weight loss in children and young people who are overweight or obese and have significant comorbidities or complex needs.,Outcome,14,Referring children and young people for specialist care.O2,2,,
127,Referring children and young people for specialist care,Exclusion of underlying medical causes of obesity in children and young people who are overweight or obese.,Outcome,15,Referring children and young people for specialist care.O3,3,,
127,Referring children and young people for specialist care,Treatment of comorbidity in children and young people who are overweight or obese.,Outcome,16,Referring children and young people for specialist care.O4,4,,
127,Referring adults with type 2 diabetes for bariatric surgery assessment,Evidence of local arrangements and written clinical protocols to ensure that adults with a BMI of 35 kg/m2 or more who have been diagnosed with type 2 diabetes within the past 10 years are offered an expedited referral for bariatric surgery assessment.,Structure,17,Referring adults with type 2 diabetes for bariatric surgery assessment.S1,1,,
127,Referring adults with type 2 diabetes for bariatric surgery assessment,Proportion of adults with a BMI of 35 kg/m2 or more who have been diagnosed with type 2 diabetes within the past 10 years who have an expedited referral for bariatric surgery assessment.,Process,18,Referring adults with type 2 diabetes for bariatric surgery assessment.P1,1,The number in the denominator who have an expedited referral for bariatric surgery assessment.,The number of adults with a BMI of 35 kg/m2 or more who have been diagnosed with type 2 diabetes within the past 10 years.
127,Referring adults with type 2 diabetes for bariatric surgery assessment,Bariatric surgery assessments for adults with a BMI of 35 kg/m2 or more diagnosed with type 2 diabetes within the past 10 years.,Outcome,19,Referring adults with type 2 diabetes for bariatric surgery assessment.O1,1,,
127,Referring adults for bariatric surgery assessment,Evidence of local arrangements and written clinical protocols to ensure that adults with a BMI above 50 kg/m2 are offered a referral for bariatric surgery assessment.,Structure,20,Referring adults for bariatric surgery assessment.S1,1,,
127,Referring adults for bariatric surgery assessment,Proportion of adults with a BMI above 50 kg/m2 who are referred for bariatric surgery assessment.,Process,21,Referring adults for bariatric surgery assessment.P1,1,The number in the denominator who are referred for bariatric surgery assessment.,The number of adults with a BMI above 50 kg/m2.
127,Referring adults for bariatric surgery assessment,Bariatric surgery assessments for adults with a BMI above 50 kg/m2.,Outcome,22,Referring adults for bariatric surgery assessment.O1,1,,
127,Follow-up care after bariatric surgery,Evidence of local arrangements to ensure that people who have had bariatric surgery are offered a follow-up care package within the bariatric service for a minimum of 2 years.,Structure,23,Follow-up care after bariatric surgery.S1,1,,
127,Follow-up care after bariatric surgery,Proportion of people who have had bariatric surgery who have a follow-up care package within the bariatric service for a minimum of 2 years after bariatric surgery.,Process,24,Follow-up care after bariatric surgery.P1,1,The number in the denominator who have a postoperative follow-up care package within the bariatric service.,The number of people who had bariatric surgery within the past 2 years.
127,Follow-up care after bariatric surgery,Nutritional status in the first 2 years following bariatric surgery.,Outcome,25,Follow-up care after bariatric surgery.O1,1,,
127,Follow-up care after bariatric surgery,Patient satisfaction with bariatric surgery.,Outcome,26,Follow-up care after bariatric surgery.O2,2,,
127,Nutritional monitoring after discharge from the bariatric surgery service,Evidence of local arrangements and written clinical protocols to ensure that people are offered at least annual monitoring of nutritional status and appropriate supplementation after discharge from bariatric surgery service follow-up as part of a shared-care model of management.,Structure,27,Nutritional monitoring after discharge from the bariatric surgery service.S1,1,,
127,Nutritional monitoring after discharge from the bariatric surgery service,"Evidence of a locally agreed shared-care model of management for people who are discharged from bariatric surgery service follow-up, developed by tier 3 specialists and primary care. ",Structure,28,Nutritional monitoring after discharge from the bariatric surgery service.S2,2,,
127,Nutritional monitoring after discharge from the bariatric surgery service,Proportion of people discharged from bariatric surgery service follow-up who have at least annual monitoring of nutritional status and appropriate supplementation as part of a shared-care model of management.,process,29,Nutritional monitoring after discharge from the bariatric surgery service.p1,1,The number in the denominator who have had their nutritional status monitored within the past year as part of a shared-care model of management.,The number of people discharged from bariatric surgery service follow-up more than 1 year ago.
127,Nutritional monitoring after discharge from the bariatric surgery service,Nutritional status after discharge from bariatric surgery service follow-up.,outcome,30,Nutritional monitoring after discharge from the bariatric surgery service.o1,1,,
128,Identifying risk ,Evidence of local arrangements to ensure that parents of children under 5 have a discussion during each of the 5 key contacts about factors that may pose a risk to their child’s social and emotional wellbeing,Structure,1,Identifying risk .S1,1,,
128,Identifying risk ,Proportion of parents and carers who have a discussion at the antenatal health visitor appointment about factors that may pose a risk to their child’s social and emotional wellbeing. ,Process,2,Identifying risk .P1,1,The number in the denominator who have a discussion about factors that may pose a risk to their child's social and emotional wellbeing.,The number of parents and carers who are eligible to attend the antenatal health visitor appointment.
128,Identifying risk ,Proportion of parents and carers who have a discussion at the new baby health visitor appointment about factors that may pose a risk to their child’s social and emotional wellbeing. ,Process,3,Identifying risk .P2,2,The number in the denominator who have a discussion about factors that may pose a risk to their child's social and emotional wellbeing.,The number of parents and carers who are eligible to attend the new baby health visitor appointment.
128,Identifying risk ,Proportion of parents and carers who have a discussion at the 6–8 week health visitor appointment about factors that may pose a risk to their child’s social and emotional wellbeing. ,Process,4,Identifying risk .P3,3,The number in the denominator who have a discussion about factors that may pose a risk to their child's social and emotional wellbeing.,The number of parents and carers who are eligible to attend the 6–8 week health visitor appointment.
128,Identifying risk ,Proportion of parents and carers who have a discussion at the 9–12 month developmental review about factors that may pose a risk to their child’s social and emotional wellbeing. ,Process,5,Identifying risk .P4,4,The number in the denominator who have a discussion about factors that may pose a risk to their child's social and emotional wellbeing.,The number of parents and carers who are eligible to attend the 9–12 month developmental review.
128,Identifying risk ,Proportion of parents and carers who have a discussion at the 2–2½ year integrated review about factors that may pose a risk to their child’s social and emotional wellbeing. ,Process,6,Identifying risk .P5,5,The number in the denominator who have a discussion about factors that may pose a risk to their child's social and emotional wellbeing.,The number of parents and carers who are eligible to attend the 2–2½ year integrated review.
128,Identifying risk ,Behaviour and developmental difficulties.,Outcome,7,Identifying risk .O1,1,,
128,Identifying risk ,"Depression, anxiety, self-harm and other poor mental health outcomes later in childhood.",Outcome,8,Identifying risk .O2,2,,
128,Speech and language,Evidence of local arrangements to ensure that children’s speech and language skills are assessed at their 2–2½ year integrated review.,Structure,9,Speech and language.S1,1,,
128,Speech and language,Proportion of children who have the 2–2½ year integrated review,Process,10,Speech and language.P1,1,The number in the denominator who have the 2–2½ year integrated review.,The number of children aged 2–2½.
128,Speech and language,Proportion of children having the 2–2 ½ year integrated review who have their speech and language skills assessed. ,Process,11,Speech and language.P2,2,The number in the denominator who have their speech and language skills assessed.,The number of children who have the 2–2 ½ year integrated review.
128,Speech and language,Speech and language skills in children under 5.,Outcome,12,Speech and language.O1,1,,
128,Speech and language,School readiness of children under 5.,Outcome,13,Speech and language.O2,2,,
128,Speech and language,"Social, emotional and behavioural difficulties.",Outcome,14,Speech and language.O3,3,,
128,Speech and language,Mental health difficulties.,Outcome,15,Speech and language.O4,4,,
129,Contraceptive information and methods,"Evidence that accessible information is available about the full range of contraceptive methods, including long-acting reversible contraception, and the local services that provide them.",Structure,1,Contraceptive information and methods.S1,1,,
129,Contraceptive information and methods,"Evidence of local processes and referral pathways to ensure that women asking for contraception from contraceptive services are given information about, and offered a choice of, all methods including long-acting reversible contraception.",Structure,2,Contraceptive information and methods.S2,2,,
129,Contraceptive information and methods,"Proportion of women who ask for contraception from contraceptive services who are given information about all methods, including long-acting reversible contraception",Process,3,Contraceptive information and methods.P1,1,"The number in the denominator who are given information about all methods, including long-acting reversible contraception. ",The number of women who ask for contraception from contraceptive services. 
129,Contraceptive information and methods,"Proportion of women who ask for contraception from contraceptive services who are offered a choice of all contraceptive methods, including long-acting reversible contraception.",Process,4,Contraceptive information and methods.P2,2,"The number in the denominator who are offered a choice of all contraceptive methods, including long-acting reversible contraception.",The number of women who ask for contraception from contraceptive services. 
129,Contraceptive information and methods,Contraceptive use in women,Outcome,5,Contraceptive information and methods.O1,1,,
129,Contraceptive information and methods,Uptake of long-acting reversible contraception,Outcome,6,Contraceptive information and methods.O2,2,,
129,Contraceptive information and methods,Women’s satisfaction with their choice of contraceptive method,Outcome,7,Contraceptive information and methods.O3,3,,
129,Emergency contraception ,Evidence of local processes to ensure that women asking for emergency contraception are told that an intrauterine device is more effective than an oral method.,Structure,8,Emergency contraception .S1,1,,
129,Emergency contraception ,Proportion of requests for emergency contraception where the woman is told that an intrauterine device is more effective than an oral method.,Process,9,Emergency contraception .P1,1,The number in the denominator where the woman is told that an intrauterine device is more effective than an oral method.,The number of requests for emergency contraception.
129,Emergency contraception ,Intrauterine device use as an emergency contraceptive,Outcome,10,Emergency contraception .O1,1,,
129,Emergency contraception ,Abortion rate,Outcome,11,Emergency contraception .O2,2,,
129,Contraception after an abortion,Evidence of local processes to ensure that women discuss contraception and all contraceptive methods with a healthcare practitioner when being assessed for an abortion. ,Structure,12,Contraception after an abortion.S1,1,,
129,Contraception after an abortion,Evidence of local processes to ensure that a healthcare practitioner offers women a choice of all contraceptive methods before discharge from an abortion service.,Structure,13,Contraception after an abortion.S2,2,,
129,Contraception after an abortion,Proportion of women who discuss contraception and all contraceptive methods with a healthcare practitioner at an assessment for abortion.,Process,14,Contraception after an abortion.P1,1,The number in the denominator who discuss contraception and all contraceptive methods with a healthcare practitioner. ,The number of women having an assessment for abortion. 
129,Contraception after an abortion,Proportion of women who are offered a choice of all contraceptive methods before discharge from an abortion service.,Process,15,Contraception after an abortion.P2,2,The number in the denominator who are offered a choice of all contraceptive methods before discharge. ,The number of women discharged from an abortion service. 
129,Contraception after an abortion,Uptake of long-acting reversible contraception at the time of abortion,Outcome,16,Contraception after an abortion.O1,1,,
129,Contraception after an abortion,Contraception uptake rate after abortion,Outcome,17,Contraception after an abortion.O2,2,,
129,Contraception after an abortion,Women who have more than 1 abortion,Outcome,18,Contraception after an abortion.O3,3,,
129,Contraception after childbirth ,Evidence of local processes to ensure that women who give birth are given information about all contraceptive methods by their midwife within 7 days of delivery. ,Structure,19,Contraception after childbirth .S1,1,,
129,Contraception after childbirth ,Evidence of local processes and referral pathways to ensure that women who give birth are offered a choice of all contraceptive methods by their midwife within 7 days of delivery. ,Structure,20,Contraception after childbirth .S2,2,,
129,Contraception after childbirth ,Proportion of women who give birth who are given information about all contraceptive methods by their midwife within 7 days of delivery.,Process,21,Contraception after childbirth .P1,1,The number in the denominator who are given information about all contraceptive methods by their midwife within 7 days of delivery.,The number of women who give birth.
129,Contraception after childbirth ,Proportion of women who give birth who are offered a choice of all contraceptive methods by their midwife within 7 days of delivery.,Process,22,Contraception after childbirth .P2,2,The number in the denominator who are offered a choice of all contraceptive methods by their midwife within 7 days of delivery.,The number of women who give birth.
129,Contraception after childbirth ,Satisfaction with advice about contraceptive methods after childbirth.,Outcome,23,Contraception after childbirth .O1,1,,
129,Contraception after childbirth ,Contraception uptake rates in women who have given birth,Outcome,24,Contraception after childbirth .O2,2,,
129,Contraception after childbirth ,Women who have a short interpregnancy interval,Outcome,25,Contraception after childbirth .O3,3,,
130,Local health promotion activities,Evidence that the local authority health promotion activities on preventing skin cancer and recognising early signs are consistent with the messages in any national campaigns.,Structure,1,Local health promotion activities.S1,1,,
130,Local health promotion activities,Incidence of skin cancer,Outcome,2,Local health promotion activities.O1,1,,
130,Local health promotion activities,Proportion of melanoma diagnosed at stage 1 or 2,Outcome,3,Local health promotion activities.O2,2,,
130,Local health promotion activities,Proportion of non-melanoma skin cancer diagnosed at stage 1 or 2.,Outcome,4,Local health promotion activities.O3,3,,
